4 0.460836 0.089125 0.011391 0.085806
3 0.228469 0.297708 0.166562 0.239750
2 0.658948 0.478991 0.011292 0.020722 0
0 0.767253 0.558023 0.192078 0.652917 1
0 0.809786 0.433958 0.029698 0.135769 2
0 0.601000 0.404852 0.030771 0.128130 3
6 0.714703 0.095843 0.022469 0.077574 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.860716 0.338616 0.030432 0.053231 6
0 0.881398 0.417759 0.026818 0.104037 7
0 0.684784 0.471491 0.027995 0.132981 8
0 0.531940 0.476606 0.031776 0.081472 9
0 0.895995 0.480500 0.082542 0.360741 10
0 0.909849 0.280995 0.034281 0.119120 11
0 0.990495 0.440458 0.015906 0.100843 12
0 0.824680 0.325671 0.023182 0.091843 13
0 0.734500 0.414060 0.034854 0.122991 14
0 0.667435 0.290699 0.029193 0.108046 15
6 0.846063 0.410120 0.026021 0.088056 16
0 0.699120 0.434796 0.041760 0.110037 17
0 0.669357 0.422880 0.037568 0.119611 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.628068 0.341583 0.039490 0.120907 21
0 0.763474 0.305861 0.032635 0.121611 22
1 0.392320 0.366852 0.036307 0.102778 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.830049 0.197926 0.014026 0.070537 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.924508 0.326644 0.042318 0.038546 27
0 0.817159 0.233259 0.021651 0.080148 28
