5 0.559083 0.587560 0.010833 0.010639
3 0.894615 0.481532 0.210771 0.200528
4 0.405482 0.345852 0.017161 0.079556
2 0.411956 0.472347 0.015786 0.019509 0
0 0.455245 0.175778 0.029177 0.119000 1
0 0.404141 0.558708 0.024667 0.117787 2
0 0.411518 0.536759 0.010724 0.121944 3
6 0.482990 0.248875 0.021667 0.063509 4
0 0.362167 0.505370 0.027333 0.100907 5
0 0.426956 0.584792 0.029109 0.098750 6
0 0.452115 0.623333 0.028271 0.128944 7
0 0.400513 0.524579 0.009193 0.110102 8
0 0.133102 0.583792 0.029318 0.110750 9
0 0.270680 0.477722 0.038120 0.087889 10
0 0.425052 0.519532 0.018125 0.075194 11
0 0.412628 0.528963 0.015682 0.097630 12
0 0.407633 0.557352 0.014818 0.113056 13
0 0.463732 0.560292 0.027224 0.109417 14
0 0.401156 0.519227 0.017552 0.103824 15
6 0.084786 0.548657 0.029260 0.093056 16
0 0.411057 0.513051 0.022917 0.108157 17
0 0.434352 0.507273 0.034422 0.089528 19
0 0.388922 0.516981 0.020281 0.124000 20
0 0.423315 0.539074 0.014068 0.113556 21
0 0.518943 0.611167 0.025781 0.123870 22
1 0.845622 0.512583 0.032505 0.098537 23
1 0.302888 0.517620 0.049797 0.147519 24
6 0.111581 0.126278 0.017568 0.080704 25
