3 0.931065 0.466972 0.137870 0.214630
5 0.545195 0.533884 0.011578 0.017343
4 0.726643 0.284194 0.011589 0.068963
2 0.832599 0.390611 0.017719 0.021000 0
0 0.323305 0.327356 0.025266 0.081954 1
0 0.219667 0.466801 0.071198 0.270657 2
0 0.124057 0.455875 0.028948 0.096491 3
6 0.157477 0.262611 0.017286 0.051796 4
0 0.023784 0.498361 0.034693 0.103630 5
0 0.363630 0.681051 0.034823 0.134194 6
0 0.402224 0.558384 0.015344 0.059898 7
0 0.209326 0.369231 0.026766 0.088019 8
0 0.155438 0.426319 0.025375 0.095324 9
0 0.406727 0.408694 0.020224 0.090019 10
0 0.286299 0.488981 0.028755 0.108148 11
0 0.476372 0.409204 0.026286 0.089741 12
0 0.057747 0.542759 0.040026 0.127537 13
0 0.295930 0.433120 0.022620 0.098574 14
0 0.476005 0.474366 0.028052 0.097750 15
6 0.346680 0.467204 0.017859 0.075222 16
0 0.456544 0.444495 0.021943 0.101935 17
0 0.416016 0.452468 0.020990 0.111176 19
0 0.501570 0.447991 0.034568 0.099019 20
0 0.374729 0.510806 0.046687 0.097833 21
0 0.433891 0.482519 0.030344 0.106259 22
1 0.793125 0.493102 0.027708 0.099537 23
1 0.116073 0.377731 0.035437 0.117426 24
6 0.232448 0.264671 0.015375 0.063213 25
6 0.189591 0.945463 0.032307 0.109074 26
