4 0.312307 0.083139 0.010729 0.057241
3 0.112599 0.270486 0.132000 0.191676
2 0.398049 0.439574 0.012234 0.017889 0
0 0.403417 0.340565 0.033583 0.067574 1
0 0.408167 0.365028 0.031406 0.081981 2
0 0.446047 0.360292 0.033219 0.086083 3
6 0.547190 0.102102 0.021766 0.054130 4
0 0.587768 0.434472 0.033422 0.095130 5
0 0.438839 0.426042 0.025344 0.093102 6
0 0.634799 0.355699 0.024776 0.084898 7
0 0.340333 0.492991 0.041313 0.081981 8
0 0.635120 0.432769 0.041427 0.086130 9
0 0.580633 0.253458 0.032589 0.077935 10
0 0.942466 0.502722 0.017891 0.096074 11
0 0.672823 0.259931 0.022792 0.076435 12
0 0.334792 0.445361 0.035344 0.096500 13
0 0.707125 0.389079 0.051396 0.163454 14
0 0.949070 0.384407 0.026609 0.080222 15
6 0.892854 0.584833 0.037000 0.115704 16
0 0.898701 0.285796 0.022703 0.087481 17
0 0.923646 0.370620 0.022021 0.091778 19
0 0.844385 0.182602 0.023104 0.073870 20
0 0.747333 0.634005 0.039812 0.129213 21
0 0.763948 0.429458 0.040052 0.131139 22
1 0.724286 0.422310 0.024010 0.109491 23
1 0.187443 0.336579 0.030115 0.074620 24
