7 0.582771 0.486157 0.701438 0.214630
2 0.730247 0.438037 0.010547 0.019111 0
0 0.204018 0.424333 0.087297 0.328333 1
0 0.268487 0.458255 0.133026 0.520769 2
0 0.151094 0.381588 0.078583 0.346806 3
6 0.303857 0.189005 0.032516 0.077731 4
0 0.282466 0.547856 0.133682 0.435769 5
0 0.150919 0.490995 0.115964 0.370806 6
0 0.259354 0.527773 0.055021 0.295806 7
0 0.031995 0.296472 0.022469 0.111500 8
0 0.169367 0.395356 0.030328 0.119102 9
0 0.291357 0.405097 0.036464 0.223157 10
0 0.298458 0.775190 0.042667 0.175546 11
0 0.390510 0.342792 0.130115 0.365194 12
0 0.234065 0.413255 0.072786 0.327676 13
0 0.284370 0.417171 0.040219 0.108806 14
0 0.626367 0.406755 0.036328 0.105380 15
6 0.091169 0.561486 0.042651 0.134546 16
0 0.292784 0.269694 0.027766 0.110796 17
0 0.747659 0.394398 0.031557 0.111019 19
0 0.363221 0.196069 0.022516 0.082861 20
0 0.208930 0.781241 0.022557 0.089333 21
0 0.828560 0.560593 0.047776 0.148815 22
1 0.619911 0.262097 0.021958 0.100083 23
1 0.491922 0.602606 0.286708 0.284843 24
6 0.588156 0.160653 0.017240 0.088083 25
