3 0.027281 0.331838 0.053021 0.134157
4 0.416901 0.229375 0.012094 0.065380
2 0.286266 0.379843 0.009656 0.015500 0
0 0.852581 0.549630 0.053234 0.126907 1
0 0.610604 0.511287 0.052542 0.135259 2
0 0.397687 0.528259 0.053885 0.143019 3
6 0.711156 0.247829 0.022062 0.068787 4
0 0.871820 0.385806 0.030266 0.109407 5
0 0.801419 0.447130 0.038703 0.124574 6
0 0.624456 0.494236 0.055536 0.122509 7
0 0.882003 0.356060 0.022766 0.091954 8
0 0.749419 0.435051 0.036036 0.115694 9
0 0.168315 0.540074 0.053047 0.145852 10
0 0.773490 0.340000 0.039583 0.106852 11
0 0.316997 0.589111 0.041214 0.129556 12
0 0.677547 0.513884 0.045635 0.143435 13
0 0.772159 0.431505 0.030682 0.109398 14
0 0.347578 0.377394 0.023698 0.083546 15
6 0.772253 0.337181 0.029245 0.105194 16
0 0.473875 0.667787 0.032771 0.146278 17
0 0.327732 0.673681 0.036724 0.148565 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.549094 0.399296 0.046396 0.109370 21
0 0.597792 0.306375 0.019417 0.088917 22
1 0.245867 0.350870 0.028578 0.089000 23
1 0.484484 0.632509 0.053115 0.140648 24
6 0.722281 0.229463 0.015969 0.082704 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.128359 0.498431 0.035781 0.105731 27
