7 0.199813 0.432829 0.398542 0.202046
2 0.562805 0.526282 0.011672 0.020769 0
0 0.106000 0.376792 0.030740 0.134361 1
0 0.396138 0.477176 0.059995 0.169574 2
0 0.529536 0.487106 0.038125 0.163509 3
6 0.743344 0.201616 0.028583 0.074731 4
0 0.070000 0.612116 0.012438 0.091917 5
0 0.110138 0.740190 0.038161 0.179065 6
0 0.300724 0.393477 0.042823 0.095472 7
0 0.065828 0.352056 0.026573 0.116630 8
0 0.039693 0.454042 0.027344 0.131843 9
0 0.112547 0.258292 0.040813 0.136269 10
0 0.553146 0.487759 0.041104 0.122444 11
0 0.067779 0.170676 0.015172 0.087907 12
0 0.733323 0.504546 0.069135 0.178815 13
0 0.442669 0.378690 0.026953 0.104972 14
0 0.597206 0.356546 0.027880 0.113574 15
6 0.250297 0.357940 0.031906 0.147213 16
0 0.246161 0.249454 0.022573 0.104611 17
0 0.834177 0.331940 0.025125 0.124509 19
0 0.592367 0.244968 0.030474 0.095009 20
0 0.518216 0.845583 0.038568 0.202167 21
0 0.928810 0.557954 0.036474 0.155537 22
1 0.920742 0.218292 0.027359 0.098231 23
1 0.421771 0.606644 0.058937 0.166676 24
6 0.067849 0.124514 0.016906 0.086898 25
