4 0.101201 0.231829 0.014255 0.071861
5 0.218768 0.504417 0.018589 0.022296
2 0.559596 0.306824 0.008203 0.013611 0
0 0.779896 0.569773 0.173615 0.583806 1
0 0.802391 0.430671 0.030000 0.135583 2
0 0.560068 0.399931 0.030198 0.127120 3
6 0.506557 0.235495 0.020927 0.059194 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.654755 0.393741 0.027781 0.029741 6
0 0.918599 0.411454 0.025031 0.099370 7
0 0.688437 0.469593 0.028427 0.133296 8
0 0.812854 0.328787 0.033708 0.082037 9
0 0.939229 0.476736 0.049844 0.241102 10
0 0.791768 0.319375 0.030839 0.076250 11
0 0.982057 0.471926 0.023479 0.118704 12
0 0.866419 0.323630 0.022609 0.088611 13
0 0.972651 0.411556 0.027094 0.091333 14
0 0.702536 0.408116 0.037948 0.085991 15
6 0.903078 0.389458 0.022177 0.091269 16
0 0.745266 0.562519 0.026865 0.121259 17
0 0.640979 0.460991 0.043458 0.102833 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.486773 0.322454 0.027818 0.071574 21
0 0.903656 0.326722 0.023417 0.083037 22
1 0.098328 0.407093 0.039281 0.089333 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.873146 0.201213 0.013719 0.069870 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.666271 0.388199 0.033396 0.023231 27
0 0.811432 0.292324 0.016094 0.073500 28
