4 0.769326 0.178574 0.016797 0.098556
3 0.153484 0.340167 0.262302 0.242870
2 0.370125 0.396505 0.012323 0.019991 0
0 0.701633 0.346065 0.030974 0.110093 1
0 0.726664 0.394356 0.040005 0.133694 2
0 0.933203 0.398398 0.042240 0.146352 3
6 0.798815 0.197431 0.037266 0.081528 4
0 0.800951 0.343463 0.034255 0.119556 5
0 0.516979 0.426444 0.034896 0.120630 6
0 0.847255 0.401926 0.032740 0.133741 7
0 0.726068 0.329574 0.033438 0.107333 8
0 0.867055 0.343486 0.038703 0.117472 9
0 0.746273 0.322296 0.046620 0.102630 10
0 0.826346 0.444472 0.031266 0.130500 11
0 0.789979 0.263111 0.034448 0.102593 12
0 0.619971 0.349639 0.037557 0.119611 13
0 0.531555 0.375819 0.032307 0.117806 14
0 0.572943 0.384963 0.028958 0.116648 15
6 0.809859 0.479241 0.042125 0.143111 16
0 0.734833 0.291713 0.032646 0.111093 17
0 0.390615 0.280019 0.037604 0.127111 19
0 0.549148 0.271495 0.025557 0.104972 20
0 0.458279 0.541537 0.054797 0.159333 21
0 0.858831 0.342111 0.035776 0.124074 22
1 0.539617 0.138856 0.020380 0.092843 23
1 0.361148 0.408380 0.057182 0.059352 24
6 0.715802 0.187486 0.015271 0.099991 25
