4 0.523732 0.217199 0.013495 0.076639
5 0.676227 0.463421 0.016984 0.019435
3 0.959732 0.337116 0.080536 0.173861
2 0.384029 0.408093 0.009661 0.017685 0
0 0.531018 0.407769 0.032339 0.087796 1
0 0.241276 0.404676 0.034552 0.107833 2
0 0.134193 0.445125 0.038906 0.124565 3
6 0.627224 0.265639 0.021531 0.075148 4
0 0.373953 0.369074 0.047281 0.094815 5
0 0.484250 0.350708 0.026479 0.089954 6
0 0.393307 0.384014 0.042135 0.097528 7
0 0.553362 0.446699 0.035984 0.115306 8
0 0.147859 0.381685 0.034500 0.105519 9
0 0.548172 0.473236 0.035719 0.115565 10
0 0.336310 0.383778 0.028245 0.097037 11
0 0.426073 0.601894 0.044125 0.134917 12
0 0.326326 0.362366 0.029943 0.091935 13
0 0.196122 0.356847 0.022964 0.100657 14
0 0.277732 0.332171 0.029995 0.092009 15
6 0.088958 0.392949 0.021146 0.104935 16
0 0.159318 0.416588 0.040031 0.117120 17
0 0.225451 0.444569 0.028755 0.125583 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.370411 0.328856 0.034552 0.098954 21
0 0.418424 0.277718 0.020786 0.089509 22
1 0.113073 0.261449 0.021417 0.090435 23
1 0.754060 0.384343 0.030214 0.090944 24
6 0.311773 0.250190 0.019016 0.085602 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.154242 0.313185 0.024578 0.103259 27
