4 0.478148 0.083588 0.010536 0.064898
4 0.219281 0.952708 0.034312 0.094583
3 0.373323 0.304704 0.102271 0.201519
2 0.613409 0.385236 0.012234 0.017898 0
0 0.660078 0.386083 0.033583 0.086352 1
0 0.605745 0.387097 0.028406 0.092657 2
0 0.556117 0.409125 0.047161 0.100787 3
6 0.582062 0.092847 0.017854 0.055602 4
0 0.623336 0.361204 0.028536 0.082407 5
0 0.604052 0.407977 0.025344 0.093102 6
0 0.680336 0.349333 0.024776 0.096241 7
0 0.623987 0.608977 0.039318 0.122287 8
0 0.703927 0.435875 0.033604 0.100102 9
0 0.635773 0.280556 0.024703 0.075926 10
0 0.892927 0.523681 0.019802 0.102194 11
0 0.798922 0.314032 0.025906 0.081935 12
0 0.451458 0.450718 0.035344 0.103194 13
0 0.644115 0.402079 0.073469 0.247028 14
0 0.924245 0.386125 0.027354 0.082157 15
6 0.831185 0.583037 0.037432 0.117148 16
0 0.852089 0.284560 0.023094 0.089269 17
0 0.910107 0.372444 0.022755 0.093259 19
0 0.807372 0.183634 0.023057 0.074565 20
0 0.993438 0.561019 0.013125 0.122963 21
0 0.768917 0.439546 0.040646 0.132500 22
1 0.716255 0.409986 0.023854 0.108769 23
1 0.488096 0.341227 0.038411 0.082361 24
