7 0.068435 0.095449 0.135839 0.124602
3 0.052271 0.793546 0.104542 0.395593
2 0.631430 0.559620 0.014318 0.025204 0
0 0.562216 0.506273 0.035359 0.150417 1
0 0.073786 0.433148 0.046594 0.169074 2
0 0.218409 0.403731 0.043599 0.167722 3
6 0.825943 0.247435 0.025510 0.070407 4
0 0.779651 0.325079 0.034031 0.144657 5
0 0.578104 0.331856 0.038896 0.144065 6
0 0.204927 0.344435 0.042750 0.151685 7
0 0.653078 0.489134 0.039677 0.166731 8
0 0.650773 0.236278 0.028245 0.127630 9
0 0.353878 0.519875 0.044974 0.130657 10
0 0.428615 0.134231 0.026833 0.123759 11
0 0.384716 0.474708 0.034630 0.120880 12
0 0.745729 0.396630 0.035417 0.154519 13
0 0.214922 0.368796 0.326094 0.559074 14
0 0.215659 0.206005 0.030766 0.130028 15
6 0.694359 0.183426 0.035552 0.114815 16
0 0.178245 0.225958 0.058823 0.263083 17
0 0.391286 0.212528 0.030115 0.108241 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.467938 0.244574 0.029646 0.138074 21
0 0.460359 0.032037 0.019594 0.064074 22
1 0.295292 0.334167 0.027583 0.090407 23
1 0.088979 0.742046 0.060479 0.197389 24
6 0.742182 0.201495 0.015958 0.080269 25
6 0.299427 0.500009 0.538229 0.996278 26
