5 0.653969 0.548056 0.012865 0.019630
4 0.968396 0.208023 0.014698 0.090343
3 0.361383 0.362421 0.249016 0.229139
2 0.362607 0.578491 0.010672 0.017796 0
0 0.359948 0.508676 0.050625 0.117648 1
0 0.451643 0.477769 0.048911 0.135204 2
0 0.562966 0.442958 0.036984 0.127787 3
6 0.942312 0.236769 0.026490 0.070222 4
0 0.523805 0.590130 0.032495 0.148630 5
0 0.494773 0.535514 0.039964 0.123417 6
0 0.624995 0.481014 0.041990 0.121861 7
0 0.362643 0.521755 0.039401 0.135380 8
0 0.657513 0.617167 0.037266 0.152519 9
0 0.692076 0.398454 0.041370 0.106981 10
0 0.917273 0.612532 0.047849 0.144157 11
0 0.814003 0.391968 0.034078 0.115694 12
0 0.367862 0.494546 0.042193 0.124056 13
0 0.752393 0.463838 0.026214 0.122620 14
0 0.694659 0.495838 0.035349 0.128657 15
6 0.506547 0.788301 0.050865 0.187102 16
0 0.311005 0.357736 0.113719 0.570639 17
0 0.800294 0.328898 0.033516 0.107907 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.923010 0.531944 0.028771 0.147037 21
0 0.550503 0.143037 0.021828 0.081944 22
1 0.361190 0.311894 0.026266 0.092287 23
1 0.388714 0.430935 0.040906 0.101093 24
6 0.768719 0.164199 0.015958 0.077028 25
6 0.299427 0.500009 0.538229 0.996278 26
