3 0.500000 0.683759 1.000000 0.632481
2 0.368854 0.194458 0.052187 0.090343 0
0 0.444786 0.354574 0.027917 0.097370 1
0 0.546245 0.625704 0.122531 0.624704 2
0 0.924146 0.751532 0.059646 0.493806 3
6 0.352810 0.272500 0.018214 0.057889 4
0 0.540659 0.493713 0.032911 0.132167 5
0 0.631078 0.713472 0.158260 0.333981 6
0 0.264581 0.472606 0.058724 0.165583 7
0 0.566615 0.775509 0.101979 0.448981 8
0 0.895104 0.765648 0.155208 0.468704 9
0 0.515383 0.284505 0.032349 0.097343 10
0 0.422367 0.544227 0.083276 0.382657 11
0 0.608755 0.599278 0.110260 0.637741 12
0 0.350187 0.641866 0.082260 0.417565 13
0 0.594089 0.542741 0.068750 0.350259 14
0 0.273318 0.797176 0.153719 0.350833 15
6 0.075451 0.854537 0.149547 0.290926 16
0 0.713516 0.365329 0.032292 0.132491 17
0 0.774823 0.469306 0.035344 0.154426 19
0 0.213359 0.796898 0.149531 0.406204 20
0 0.970000 0.784681 0.060000 0.424731 21
0 0.522643 0.471231 0.026089 0.136019 22
1 0.309073 0.658611 0.113979 0.682778 23
1 0.243445 0.473111 0.045224 0.137944 24
6 0.162526 0.127060 0.016844 0.077102 25
