7 0.893078 0.593218 0.213656 0.207454
2 0.246409 0.272528 0.008578 0.016185 0
0 0.626568 0.225324 0.032698 0.098037 1
0 0.195018 0.229727 0.024536 0.111991 2
0 0.247966 0.267333 0.026536 0.119500 3
6 0.295052 0.214079 0.024000 0.087694 4
0 0.439995 0.367347 0.042615 0.127750 5
0 0.347404 0.813014 0.045464 0.192750 6
0 0.576969 0.299685 0.033094 0.123185 7
0 0.668518 0.293986 0.035568 0.112843 8
0 0.632539 0.394954 0.035755 0.126352 9
0 0.990924 0.272056 0.018151 0.103667 10
0 0.988620 0.373069 0.022760 0.125435 11
0 0.859901 0.270505 0.025000 0.106213 12
