3 0.148773 0.374190 0.247339 0.231454
4 0.733648 0.220356 0.013984 0.086157
2 0.429812 0.573778 0.011583 0.019648 0
0 0.310919 0.524468 0.029755 0.131806 1
0 0.425036 0.450139 0.030552 0.131019 2
0 0.491763 0.415463 0.035120 0.125556 3
6 0.940729 0.247037 0.028958 0.072037 4
0 0.457195 0.558606 0.037380 0.136676 5
0 0.399417 0.534560 0.025333 0.139398 6
0 0.607372 0.461676 0.043599 0.112204 7
0 0.129185 0.553690 0.035484 0.145398 8
0 0.493701 0.511269 0.037495 0.132648 9
0 0.548307 0.420611 0.032865 0.107852 10
0 0.897875 0.635551 0.047479 0.148343 11
0 0.629185 0.408806 0.023505 0.125352 12
0 0.378141 0.467616 0.025865 0.136991 13
0 0.707648 0.489120 0.025641 0.127870 14
0 0.642656 0.502463 0.032917 0.133407 15
6 0.371214 0.686644 0.044760 0.155417 16
0 0.277815 0.324792 0.099995 0.493750 17
0 0.833211 0.326731 0.033880 0.107556 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.703133 0.479023 0.026026 0.132880 21
0 0.527969 0.115287 0.021271 0.077481 22
1 0.344716 0.317458 0.026599 0.091824 23
1 0.267135 0.410523 0.025729 0.128398 24
6 0.762083 0.173528 0.015958 0.077833 25
6 0.299427 0.500009 0.538229 0.996278 26
