7 0.195943 0.613981 0.391448 0.240000
2 0.648297 0.188421 0.008583 0.016213 0
0 0.380357 0.402444 0.025047 0.090722 1
0 0.069961 0.304648 0.026776 0.111241 2
0 0.130167 0.319069 0.030125 0.108046 3
6 0.145747 0.220352 0.027078 0.084204 4
0 0.034461 0.436560 0.039880 0.106343 5
0 0.042617 0.651889 0.045453 0.164500 6
0 0.051219 0.557440 0.033094 0.109269 7
0 0.435604 0.396912 0.027396 0.081731 8
0 0.095669 0.648037 0.035755 0.126352 9
0 0.648125 0.251694 0.042344 0.084278 10
0 0.084424 0.348519 0.035359 0.107963 11
0 0.396685 0.275875 0.037641 0.099676 12
0 0.038536 0.396690 0.028490 0.128472 13
0 0.090518 0.298704 0.045307 0.095185 14
0 0.159388 0.363792 0.045807 0.108380 15
6 0.218990 0.357991 0.050667 0.116241 16
0 0.578685 0.354699 0.048724 0.116157 17
0 0.428240 0.520861 0.071042 0.138778 18
0 0.328656 0.347116 0.040927 0.111509 19
0 0.628841 0.272731 0.040307 0.090593 20
0 0.516862 0.524014 0.064703 0.153380 21
0 0.687805 0.399745 0.049609 0.126509 22
