3 0.129398 0.323569 0.257922 0.245213
4 0.749516 0.161102 0.016469 0.090352
2 0.491609 0.383611 0.012823 0.021111 0
0 0.628008 0.318856 0.028776 0.122102 1
0 0.493138 0.365713 0.029661 0.138944 2
0 0.787328 0.401255 0.028156 0.148972 3
6 0.892120 0.174611 0.032531 0.081148 4
0 0.925234 0.329694 0.027760 0.114315 5
0 0.366435 0.390731 0.029328 0.115574 6
0 0.786604 0.405241 0.033875 0.128963 7
0 0.672620 0.324269 0.032948 0.116833 8
0 0.734367 0.355231 0.039495 0.125833 9
0 0.675417 0.318329 0.027604 0.122972 10
0 0.761643 0.393222 0.030516 0.123648 11
0 0.706031 0.251801 0.033938 0.101602 12
0 0.450661 0.366958 0.033198 0.133491 13
0 0.347138 0.367806 0.030307 0.117722 14
0 0.408745 0.370181 0.030927 0.115157 15
6 0.733984 0.434236 0.039583 0.137139 16
0 0.521227 0.306773 0.030370 0.117306 17
0 0.340187 0.265838 0.037635 0.125787 19
0 0.403786 0.279454 0.026531 0.106648 20
0 0.396747 0.479551 0.046203 0.147009 21
0 0.849620 0.310324 0.034615 0.119241 22
1 0.531591 0.126532 0.020224 0.092120 23
1 0.488937 0.394477 0.034521 0.141602 24
6 0.631883 0.178463 0.015568 0.098389 25
