4 0.780885 0.409171 0.093646 0.715861
2 0.698557 0.796218 0.066354 0.118917 0
0 0.343865 0.408472 0.028062 0.094389 1
0 0.089198 0.357259 0.029021 0.118889 2
0 0.158143 0.373361 0.033703 0.113315 3
6 0.163943 0.211796 0.026625 0.080704 4
0 0.055362 0.444801 0.039880 0.106343 5
0 0.061727 0.611120 0.045453 0.164500 6
0 0.130146 0.530912 0.033563 0.110935 7
0 0.449378 0.410301 0.027391 0.081731 8
0 0.182279 0.625606 0.035755 0.123954 9
0 0.596521 0.532866 0.179240 0.629806 10
0 0.206221 0.370009 0.038641 0.112444 11
0 0.339253 0.270060 0.037641 0.099676 12
0 0.038247 0.396690 0.028495 0.128472 13
0 0.243427 0.315954 0.047833 0.103704 14
0 0.166940 0.383505 0.047818 0.115565 15
6 0.115953 0.337167 0.037052 0.114000 16
0 0.601654 0.357986 0.040234 0.111898 17
0 0.545919 0.496472 0.055578 0.138778 18
0 0.411458 0.346532 0.041104 0.114806 19
0 0.385698 0.558111 0.348531 0.620630 20
0 0.607732 0.488148 0.052193 0.143111 21
0 0.668865 0.368819 0.043854 0.120528 22
