4 0.029232 0.204685 0.013984 0.087315
5 0.203888 0.465019 0.014276 0.014556
3 0.557445 0.338227 0.213380 0.204731
2 0.902378 0.454926 0.012536 0.017685 0
0 0.248505 0.395259 0.027635 0.102630 1
0 0.324104 0.418569 0.031073 0.107398 2
0 0.180609 0.456986 0.038906 0.124565 3
6 0.726331 0.262366 0.022630 0.077139 4
0 0.073341 0.397361 0.042589 0.038241 5
0 0.602034 0.363944 0.026609 0.093704 6
0 0.066568 0.359505 0.036656 0.132287 7
0 0.407961 0.413597 0.032203 0.105213 8
0 0.268031 0.393116 0.031979 0.107657 9
0 0.317784 0.404898 0.024328 0.105574 10
0 0.404542 0.389792 0.027625 0.099157 11
0 0.333995 0.535315 0.035135 0.126407 12
0 0.128115 0.374042 0.027417 0.115065 13
0 0.257427 0.349597 0.022854 0.100065 14
0 0.299503 0.323287 0.028141 0.093222 15
6 0.167563 0.396056 0.022073 0.105296 16
0 0.157487 0.374625 0.037474 0.113250 17
0 0.209344 0.395116 0.027385 0.120787 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.522945 0.336144 0.030391 0.101417 21
0 0.489724 0.271653 0.020125 0.089676 22
1 0.098482 0.242981 0.020828 0.090333 23
1 0.309617 0.410347 0.043089 0.081157 24
6 0.296565 0.245722 0.018828 0.085852 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.171357 0.276208 0.023276 0.100991 27
