3 0.538797 0.710616 0.524729 0.377694
5 0.553750 0.567338 0.018271 0.021491
7 0.541958 0.049347 0.632042 0.098435
2 0.477169 0.598148 0.015245 0.031741 0
0 0.020938 0.509755 0.041875 0.188269 1
0 0.368451 0.457819 0.075734 0.186806 2
0 0.320404 0.345523 0.044766 0.177528 3
6 0.817732 0.188116 0.030557 0.077935 4
0 0.455260 0.369505 0.038885 0.133157 5
0 0.614508 0.552662 0.068693 0.164120 6
0 0.342310 0.372301 0.043505 0.175769 7
0 0.215539 0.283185 0.037474 0.156167 8
0 0.058755 0.429620 0.051552 0.177981 9
0 0.038711 0.187500 0.045286 0.150000 10
0 0.648294 0.109069 0.033307 0.135565 11
0 0.370237 0.206579 0.031891 0.097657 12
0 0.218854 0.558889 0.083437 0.194815 13
0 0.341143 0.117208 0.029578 0.130954 14
0 0.293385 0.099282 0.033125 0.129583 15
6 0.351935 0.187532 0.037797 0.157898 16
0 0.140938 0.238144 0.032604 0.119454 17
0 0.363112 0.024190 0.019714 0.048380 19
0 0.323844 0.230981 0.025542 0.109981 20
0 0.588013 0.562630 0.043036 0.148889 21
0 0.984464 0.038690 0.025698 0.075954 22
1 0.914130 0.119106 0.028646 0.092157 23
1 0.455737 0.632074 0.061547 0.172148 24
6 0.296208 0.142370 0.016760 0.091981 25
