7 0.185951 0.081861 0.371901 0.135759
3 0.171216 0.701014 0.341807 0.357954
2 0.702453 0.556991 0.011760 0.022093 0
0 0.665583 0.566389 0.059396 0.146111 1
0 0.512146 0.545444 0.042062 0.160593 2
0 0.384625 0.514352 0.046271 0.170741 3
6 0.787680 0.247565 0.024359 0.069870 4
0 0.836685 0.394046 0.031109 0.146537 5
0 0.587492 0.448477 0.036161 0.154898 6
0 0.352846 0.485417 0.037464 0.152315 7
0 0.688456 0.544699 0.046214 0.151157 8
0 0.781651 0.319889 0.029927 0.128926 9
0 0.289068 0.552963 0.049010 0.138259 10
0 0.599984 0.182495 0.033573 0.117787 11
0 0.303229 0.496676 0.038333 0.119389 12
0 0.640042 0.533880 0.050292 0.162056 13
0 0.118776 0.236556 0.030052 0.120222 14
0 0.364878 0.273556 0.033401 0.121963 15
6 0.720323 0.234681 0.033448 0.111602 16
0 0.145055 0.193014 0.045099 0.186194 17
0 0.243977 0.174458 0.028859 0.108472 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.384378 0.319995 0.044578 0.142046 21
0 0.612659 0.044028 0.018745 0.088056 22
1 0.278818 0.339731 0.027917 0.089944 23
1 0.301982 0.671597 0.048130 0.163843 24
6 0.735549 0.210815 0.015964 0.081074 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.030945 0.038491 0.024151 0.074463 27
