7 0.671698 0.636454 0.656604 0.272278
2 0.547174 0.313032 0.010547 0.019102 0
0 0.328169 0.278204 0.040922 0.099704 1
0 0.111055 0.391306 0.064484 0.259944 2
0 0.085771 0.390153 0.051615 0.181694 3
6 0.188568 0.219551 0.036323 0.087009 4
0 0.134802 0.555866 0.077708 0.251731 5
0 0.111742 0.535162 0.078234 0.255250 6
0 0.146875 0.443509 0.033844 0.152167 7
0 0.362370 0.272560 0.021823 0.110806 8
0 0.576826 0.289106 0.036661 0.099009 9
0 0.125049 0.282815 0.024682 0.111778 10
0 0.590940 0.634505 0.049474 0.172472 11
0 0.552018 0.275935 0.037109 0.090907 12
0 0.306654 0.441574 0.060901 0.207370 13
0 0.722263 0.307060 0.029536 0.117991 14
0 0.899310 0.400921 0.036693 0.128157 15
6 0.418750 0.467935 0.047917 0.144870 16
0 0.771445 0.266995 0.033151 0.113417 17
0 0.693185 0.365093 0.037411 0.135074 19
0 0.857229 0.266852 0.027938 0.120370 20
0 0.288078 0.782412 0.051031 0.218324 21
0 0.914086 0.532833 0.042766 0.153074 22
1 0.587794 0.212806 0.021328 0.097185 23
1 0.439612 0.524917 0.194901 0.194648 24
6 0.787859 0.214741 0.020635 0.108852 25
