7 0.683206 0.624759 0.633589 0.230296
2 0.771141 0.064856 0.008583 0.016213 0
0 0.358148 0.299065 0.025047 0.090722 1
0 0.060344 0.278343 0.025656 0.107407 2
0 0.116177 0.291926 0.028333 0.105407 3
6 0.136651 0.224634 0.027302 0.085954 4
0 0.131997 0.354505 0.039880 0.106343 5
0 0.033063 0.672269 0.045458 0.164500 6
0 0.164294 0.333069 0.033089 0.109269 7
0 0.431250 0.282343 0.027396 0.081741 8
0 0.100893 0.442125 0.035755 0.126343 9
0 0.945703 0.293213 0.042344 0.089667 10
0 0.566451 0.366699 0.035359 0.096343 11
0 0.766151 0.300653 0.031979 0.099676 12
0 0.038680 0.396690 0.028495 0.128472 13
0 0.570807 0.320000 0.033104 0.082056 14
0 0.633138 0.364560 0.045807 0.108380 15
6 0.631424 0.414352 0.040557 0.109074 16
0 0.873680 0.382935 0.044828 0.104500 17
0 0.767073 0.574787 0.060500 0.138778 18
0 0.733609 0.373028 0.040927 0.106056 19
0 0.927531 0.327935 0.040302 0.085981 20
0 0.847349 0.611546 0.064708 0.153370 21
0 0.990857 0.523458 0.018286 0.062176 22
