3 0.503654 0.738755 0.478370 0.353769
7 0.505216 0.097810 0.570453 0.140120
2 0.514380 0.628255 0.014021 0.021287 0
0 0.552328 0.120120 0.027750 0.118648 1
0 0.527536 0.399667 0.028302 0.164370 2
0 0.556542 0.402278 0.030771 0.165815 3
6 0.408602 0.262375 0.019693 0.060306 4
0 0.879544 0.458648 0.039380 0.157759 5
0 0.321544 0.458468 0.047953 0.145176 6
0 0.180794 0.385310 0.036682 0.156213 7
0 0.624357 0.420407 0.028599 0.157704 8
0 0.644893 0.326505 0.046047 0.139769 9
0 0.388875 0.396343 0.037500 0.117704 10
0 0.455346 0.376708 0.037151 0.163435 11
0 0.536065 0.427921 0.031943 0.155231 12
0 0.490211 0.406671 0.029995 0.160361 13
0 0.456888 0.456685 0.036380 0.165704 14
0 0.655760 0.462208 0.025479 0.150769 15
6 0.776893 0.327306 0.040276 0.114093 16
0 0.809456 0.511213 0.044005 0.176278 17
0 0.722167 0.498130 0.039313 0.168500 19
0 0.674656 0.461259 0.022771 0.163778 20
0 0.552878 0.419870 0.027370 0.163778 21
0 0.170482 0.425310 0.033943 0.159917 22
1 0.509734 0.659245 0.043135 0.247620 23
1 0.268922 0.492190 0.047188 0.142046 24
6 0.140693 0.126722 0.017156 0.078648 25
