3 0.924987 0.490819 0.150026 0.255269
5 0.477474 0.570653 0.013990 0.019657
4 0.689781 0.272648 0.013646 0.089963
2 0.589055 0.262931 0.012620 0.018398 0
0 0.216151 0.429560 0.038604 0.107194 1
0 0.156526 0.541389 0.036865 0.145648 2
0 0.256068 0.563389 0.046240 0.131778 3
6 0.227630 0.181833 0.025052 0.068444 4
0 0.255977 0.577676 0.044172 0.126500 5
0 0.418771 0.628880 0.041302 0.157574 6
0 0.406398 0.438069 0.035203 0.116750 7
0 0.497591 0.457157 0.027391 0.081741 8
0 0.485417 0.547106 0.035760 0.115528 9
0 0.643958 0.302213 0.022396 0.079796 10
0 0.243411 0.442931 0.041458 0.112546 11
0 0.488758 0.314606 0.037641 0.088287 12
0 0.098195 0.652324 0.040151 0.171667 13
0 0.414534 0.391870 0.040484 0.101259 14
0 0.074193 0.454454 0.045156 0.108315 15
6 0.167953 0.344356 0.031458 0.092065 16
0 0.568417 0.467028 0.036927 0.120241 17
0 0.310122 0.585458 0.052953 0.135009 18
0 0.555031 0.443037 0.029417 0.119111 19
0 0.603221 0.312102 0.024328 0.087648 20
0 0.445380 0.557764 0.041917 0.145769 21
0 0.596703 0.491190 0.033760 0.117713 22
1 0.806836 0.501894 0.026380 0.120361 23
