4 0.767352 0.243870 0.012880 0.090704
5 0.524865 0.537111 0.013333 0.017926
3 0.214583 0.389398 0.236042 0.217500
2 0.429203 0.370824 0.010031 0.020944 0
0 0.606076 0.408065 0.036026 0.104241 1
0 0.714591 0.447560 0.034047 0.121917 2
0 0.676203 0.403912 0.031573 0.095787 3
6 0.731146 0.227593 0.027813 0.066815 4
0 0.602023 0.482583 0.029391 0.115019 5
0 0.809346 0.768120 0.056516 0.165796 6
0 0.522823 0.442704 0.092615 0.386444 7
0 0.864130 0.501144 0.040698 0.130306 8
0 0.926365 0.492662 0.045229 0.125417 9
0 0.839302 0.413407 0.034625 0.115222 10
0 0.922630 0.661431 0.034479 0.124713 11
0 0.827711 0.379111 0.039995 0.093407 12
0 0.572779 0.480852 0.039026 0.123481 13
0 0.862013 0.445644 0.027047 0.113917 14
0 0.803057 0.350889 0.031594 0.108519 15
6 0.864383 0.530963 0.035797 0.106741 16
0 0.755792 0.333634 0.036125 0.110880 17
0 0.419628 0.578181 0.050266 0.138583 18
0 0.610844 0.374449 0.027208 0.112009 19
0 0.748060 0.230458 0.031234 0.095620 20
0 0.834591 0.716500 0.057453 0.173981 21
0 0.634870 0.403468 0.032677 0.114843 22
1 0.822435 0.545241 0.026380 0.120352 23
1 0.397013 0.433426 0.051182 0.044815 24
