7 0.188646 0.456065 0.377292 0.208611
2 0.696596 0.604593 0.013891 0.022481 0
0 0.115685 0.364352 0.034880 0.120370 1
0 0.409979 0.486852 0.052125 0.160944 2
0 0.521510 0.492523 0.033688 0.154157 3
6 0.706151 0.208370 0.027594 0.073130 4
0 0.134424 0.590014 0.013734 0.094139 5
0 0.069224 0.705153 0.050302 0.176361 6
0 0.526578 0.437843 0.053094 0.085796 7
0 0.206266 0.387495 0.036740 0.120194 8
0 0.127286 0.442787 0.025844 0.130556 9
0 0.149464 0.293690 0.038573 0.129398 10
0 0.429872 0.449537 0.038068 0.067407 11
0 0.022292 0.176120 0.020635 0.087907 12
0 0.687812 0.509884 0.059594 0.168157 13
0 0.588164 0.410630 0.028359 0.131519 14
0 0.564482 0.360278 0.044266 0.133704 15
6 0.199479 0.443139 0.028958 0.141870 16
0 0.326260 0.253565 0.025292 0.110278 17
0 0.841641 0.343968 0.030365 0.133176 19
0 0.623352 0.259181 0.024964 0.104231 20
0 0.371076 0.824259 0.043161 0.205741 21
0 0.938729 0.588870 0.034521 0.163185 22
1 0.924047 0.267889 0.026719 0.101259 23
1 0.404789 0.593921 0.057630 0.163935 24
6 0.024242 0.124940 0.018807 0.086898 25
