7 0.189432 0.428454 0.378865 0.200500
2 0.538227 0.544894 0.011672 0.020769 0
0 0.120198 0.386222 0.034448 0.152333 1
0 0.389216 0.472338 0.063932 0.173880 2
0 0.533549 0.484398 0.040339 0.168185 3
6 0.761943 0.198241 0.029073 0.075537 4
0 0.037786 0.623171 0.011792 0.090806 5
0 0.113258 0.698417 0.046401 0.192426 6
0 0.316997 0.376829 0.033089 0.123583 7
0 0.103258 0.334833 0.029297 0.126519 8
0 0.013672 0.448708 0.027344 0.131843 9
0 0.094086 0.240597 0.041932 0.139694 10
0 0.566070 0.491685 0.036089 0.135148 11
0 0.115609 0.166356 0.020448 0.088954 12
0 0.756076 0.501880 0.073901 0.184148 13
0 0.434417 0.370926 0.030854 0.114444 14
0 0.600982 0.345083 0.027172 0.109648 15
6 0.275708 0.315338 0.033375 0.149880 16
0 0.229612 0.242324 0.027859 0.104611 17
0 0.845062 0.328120 0.025125 0.124500 19
0 0.563018 0.230921 0.025214 0.095009 20
0 0.528599 0.769759 0.048115 0.192148 21
0 0.933831 0.534731 0.037755 0.155537 22
1 0.919089 0.193495 0.027677 0.096713 23
1 0.430263 0.613000 0.059589 0.168037 24
6 0.044448 0.115296 0.017656 0.087185 25
