7 0.783659 0.412528 0.432682 0.153630
2 0.582070 0.323287 0.008203 0.013611 0
0 0.788326 0.577606 0.161297 0.537713 1
0 0.797461 0.428481 0.030203 0.135463 2
0 0.532781 0.396648 0.029812 0.126463 3
6 0.306034 0.198981 0.022828 0.060000 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.597482 0.289824 0.029755 0.087019 6
0 0.943401 0.407255 0.023844 0.096269 7
0 0.690872 0.468324 0.028714 0.133500 8
0 0.888031 0.259532 0.034354 0.082231 9
0 0.968049 0.474227 0.028047 0.161324 10
0 0.621578 0.297838 0.043198 0.078954 11
0 0.976432 0.492912 0.028531 0.130620 12
0 0.894247 0.322269 0.022234 0.086444 13
0 0.871401 0.376792 0.034073 0.100120 14
0 0.735187 0.360102 0.028500 0.093130 15
6 0.902609 0.363167 0.030302 0.096815 16
0 0.910182 0.564602 0.060990 0.131537 17
0 0.718669 0.500500 0.055578 0.120815 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.407203 0.259782 0.028510 0.086731 21
0 0.510505 0.307736 0.033094 0.077861 22
1 0.183779 0.432037 0.042328 0.105204 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.510956 0.177102 0.012745 0.072278 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.590677 0.386398 0.027188 0.101833 27
0 0.638365 0.288431 0.033375 0.080694 28
