3 0.314768 0.355861 0.223391 0.207259
4 0.858424 0.212843 0.016380 0.086241
2 0.292927 0.576287 0.010677 0.017796 0
0 0.331190 0.519699 0.040953 0.115417 1
0 0.595237 0.477657 0.058901 0.122648 2
0 0.597383 0.490630 0.051484 0.136148 3
6 0.943891 0.226500 0.024021 0.068426 4
0 0.571021 0.652194 0.039208 0.141907 5
0 0.649130 0.582773 0.030906 0.145380 6
0 0.761294 0.505329 0.051995 0.125083 7
0 0.290516 0.525477 0.036260 0.132380 8
0 0.860596 0.701819 0.044328 0.164139 9
0 0.921617 0.398963 0.036974 0.107815 10
0 0.936672 0.589514 0.048219 0.139954 11
0 0.816065 0.374699 0.032609 0.097139 12
0 0.394109 0.568949 0.030635 0.140435 13
0 0.797141 0.438551 0.026781 0.117380 14
0 0.746659 0.489213 0.037776 0.123907 15
6 0.970651 0.836005 0.058698 0.187065 16
0 0.344195 0.390676 0.127443 0.647537 17
0 0.767375 0.331069 0.033146 0.108269 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.987187 0.607745 0.025208 0.140991 21
0 0.573039 0.170787 0.022391 0.086407 22
1 0.377667 0.306324 0.025937 0.092759 23
1 0.313529 0.420301 0.035234 0.094398 24
6 0.775352 0.154875 0.015953 0.076213 25
6 0.299427 0.500009 0.538229 0.996278 26
