7 0.878294 0.415569 0.243411 0.170528
2 0.197760 0.526977 0.011667 0.021046 0
0 0.398792 0.341278 0.031583 0.094481 1
0 0.165276 0.415866 0.025281 0.116046 2
0 0.389563 0.531583 0.045490 0.134741 3
6 0.545919 0.145083 0.013682 0.064093 4
0 0.212690 0.580477 0.029516 0.121824 5
0 0.322177 0.599537 0.031062 0.135556 6
0 0.507065 0.440407 0.026078 0.108778 7
0 0.470419 0.412889 0.024891 0.104593 8
0 0.513661 0.671264 0.052885 0.142843 9
0 0.537438 0.269606 0.024063 0.089898 10
0 0.680010 0.565676 0.040188 0.128648 11
0 0.731172 0.279847 0.024323 0.090602 12
0 0.186745 0.572037 0.048698 0.133704 13
0 0.943839 0.433171 0.037948 0.113287 14
0 0.733536 0.412394 0.036219 0.113509 15
6 0.697872 0.477079 0.029755 0.121139 16
0 0.900979 0.300653 0.021688 0.101657 17
0 0.529594 0.559069 0.040188 0.115602 19
0 0.731747 0.279111 0.024214 0.092333 20
0 0.592044 0.650931 0.047786 0.160546 21
0 0.901159 0.540102 0.034693 0.137630 22
1 0.094271 0.384856 0.045583 0.137454 23
1 0.048138 0.326861 0.030214 0.106481 24
6 0.761370 0.142644 0.015396 0.071935 25
6 0.206818 0.875588 0.111667 0.248250 26
