4 0.161932 0.188810 0.019240 0.096380
5 0.349979 0.476755 0.015740 0.017491
3 0.741943 0.344986 0.246573 0.223843
2 0.714036 0.299167 0.018833 0.020296 0
0 0.415227 0.254634 0.024370 0.095787 1
0 0.415612 0.562139 0.101995 0.483093 2
0 0.089273 0.455241 0.029484 0.124463 3
6 0.241229 0.292755 0.015250 0.053083 4
0 0.136010 0.502264 0.038573 0.133769 5
0 0.487299 0.608657 0.044776 0.152685 6
0 0.191802 0.480287 0.029208 0.127278 7
0 0.240315 0.309185 0.035047 0.102870 8
0 0.250815 0.347917 0.040849 0.101852 9
0 0.056112 0.370764 0.029651 0.120694 10
0 0.079578 0.459245 0.037719 0.142806 11
0 0.166227 0.354981 0.023911 0.121630 12
0 0.025664 0.588755 0.028109 0.146380 13
0 0.343164 0.359931 0.032391 0.106250 14
0 0.291352 0.414713 0.035516 0.119833 15
6 0.124034 0.376111 0.018880 0.119944 16
0 0.202758 0.377458 0.040943 0.142120 17
0 0.167742 0.409532 0.037255 0.136676 19
0 0.271289 0.375796 0.054818 0.121000 20
0 0.192732 0.458454 0.034745 0.136981 21
0 0.231638 0.427458 0.038078 0.138972 22
1 0.610224 0.388481 0.042052 0.120444 23
1 0.192495 0.434958 0.041312 0.129731 24
6 0.102992 0.249810 0.015359 0.078954 25
6 0.902245 0.879431 0.052365 0.241139 26
