7 0.497586 0.100546 0.574641 0.139093
3 0.496932 0.739681 0.483698 0.354731
2 0.556438 0.356931 0.014021 0.021287 0
0 0.540135 0.128634 0.027750 0.118657 1
0 0.536052 0.417222 0.031854 0.170370 2
0 0.584258 0.424866 0.028672 0.166194 3
6 0.427198 0.259000 0.020187 0.061093 4
0 0.816508 0.437509 0.039380 0.157759 5
0 0.480911 0.421995 0.034010 0.157861 6
0 0.166807 0.391093 0.036677 0.156204 7
0 0.612315 0.429125 0.028599 0.167120 8
0 0.651484 0.287347 0.038906 0.113639 9
0 0.346706 0.433625 0.039224 0.124491 10
0 0.443305 0.436278 0.043172 0.154111 11
0 0.528924 0.430532 0.031943 0.155231 12
0 0.507263 0.415083 0.027453 0.167056 13
0 0.488138 0.428588 0.037109 0.156343 14
0 0.686044 0.439796 0.024370 0.154111 15
6 0.767659 0.301190 0.043641 0.139472 16
0 0.756995 0.437431 0.034240 0.165324 17
0 0.734018 0.442602 0.049464 0.168500 19
0 0.670518 0.444181 0.052911 0.159046 20
0 0.558857 0.425861 0.030932 0.166796 21
0 0.147716 0.418375 0.033943 0.159917 22
1 0.439549 0.728505 0.056318 0.190769 23
1 0.277414 0.498542 0.047839 0.143417 24
6 0.133414 0.126616 0.017255 0.079157 25
