7 0.024133 0.606690 0.048266 0.109157
2 0.682130 0.373875 0.011240 0.018528 0
0 0.612422 0.245694 0.045990 0.083611 1
0 0.459156 0.583324 0.108844 0.530296 2
0 0.060763 0.462889 0.030974 0.142556 3
6 0.278422 0.286000 0.016240 0.054685 4
0 0.343190 0.538815 0.034036 0.145148 5
0 0.972169 0.795546 0.045484 0.193907 6
0 0.187451 0.485560 0.030828 0.145731 7
0 0.391969 0.323593 0.028729 0.104852 8
0 0.310763 0.359778 0.037880 0.110444 9
0 0.676680 0.333574 0.035911 0.096926 10
0 0.475849 0.535579 0.031490 0.136620 11
0 0.673042 0.322505 0.040063 0.097954 12
0 0.018536 0.598972 0.025458 0.150574 13
0 0.363927 0.370130 0.040771 0.103815 14
0 0.958495 0.517806 0.034323 0.133722 15
6 0.359169 0.396181 0.028536 0.119676 16
0 0.633167 0.408287 0.034750 0.128241 17
0 0.845031 0.430870 0.030063 0.135667 19
0 0.718552 0.340009 0.038417 0.093870 20
0 0.917406 0.562315 0.037021 0.161667 21
0 0.992188 0.532454 0.015625 0.104167 22
1 0.509841 0.478528 0.066026 0.307889 23
1 0.209479 0.447676 0.042615 0.132463 24
6 0.040396 0.227500 0.016875 0.089222 25
