3 0.043784 0.293301 0.087568 0.146713
4 0.470438 0.189727 0.009333 0.069880
2 0.228698 0.389088 0.009687 0.018306 0
0 0.827698 0.332426 0.022417 0.091630 1
0 0.428672 0.445722 0.025573 0.121704 2
0 0.319536 0.419458 0.029573 0.123676 3
6 0.803937 0.216819 0.022771 0.068398 4
0 0.404484 0.631704 0.031219 0.134741 5
0 0.389060 0.785704 0.050109 0.168222 6
0 0.773245 0.479255 0.030385 0.128343 7
0 0.753841 0.402005 0.025182 0.113398 8
0 0.726065 0.632551 0.028182 0.144139 9
0 0.828633 0.333343 0.020891 0.086574 10
0 0.945643 0.603620 0.040380 0.136093 11
0 0.900018 0.334106 0.022922 0.101398 12
0 0.112654 0.610319 0.038859 0.158435 13
0 0.775797 0.447792 0.030073 0.114787 14
0 0.506073 0.435255 0.040427 0.115509 15
6 0.967591 0.538125 0.020286 0.108657 16
0 0.869081 0.349588 0.032078 0.108750 17
0 0.514664 0.536551 0.048432 0.123509 19
0 0.760206 0.333704 0.030141 0.097519 20
0 0.768042 0.684704 0.048240 0.160093 21
0 0.836924 0.575819 0.043026 0.142620 22
1 0.195568 0.359231 0.053552 0.101537 23
1 0.194794 0.359694 0.054995 0.103389 24
6 0.762625 0.142060 0.015417 0.072009 25
6 0.211128 0.858120 0.131505 0.283037 26
