7 0.161042 0.546315 0.322083 0.164296
3 0.033289 0.173926 0.066578 0.110389
4 0.809789 0.181046 0.009630 0.087056
2 0.609336 0.496352 0.009974 0.016000 0
0 0.200247 0.517426 0.037682 0.113667 1
0 0.489758 0.446352 0.024099 0.106556 2
0 0.378401 0.433958 0.034198 0.118565 3
6 0.924544 0.255829 0.024818 0.081120 4
0 0.589370 0.440593 0.030219 0.092704 5
0 0.837607 0.390426 0.026870 0.101185 6
0 0.214833 0.439176 0.023208 0.096648 7
0 0.212320 0.503704 0.025474 0.122222 8
0 0.508370 0.415972 0.026948 0.111944 9
0 0.300193 0.444019 0.029677 0.114370 10
0 0.541003 0.401824 0.026380 0.103389 11
0 0.258591 0.508935 0.034099 0.130407 12
0 0.553948 0.448120 0.034562 0.093944 13
0 0.380036 0.335102 0.022635 0.098870 14
0 0.343042 0.305514 0.024417 0.095639 15
6 0.324771 0.402264 0.023917 0.106028 16
0 0.153823 0.290699 0.032365 0.105509 17
0 0.177128 0.296213 0.024641 0.111222 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.828016 0.350722 0.022073 0.106333 21
0 0.632320 0.259519 0.018797 0.090037 22
1 0.069292 0.206046 0.019646 0.090130 23
1 0.123185 0.887676 0.050609 0.196315 24
6 0.266148 0.236792 0.018443 0.086361 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.205586 0.202259 0.020672 0.096444 27
