5 0.695677 0.534819 0.011417 0.014250
4 0.868977 0.307773 0.009036 0.064898
2 0.413354 0.458856 0.009927 0.014009 0
0 0.525039 0.330551 0.019609 0.070009 1
0 0.241440 0.477394 0.074620 0.294269 2
0 0.091307 0.447176 0.027792 0.091111 3
6 0.130828 0.278213 0.016990 0.051648 4
0 0.018646 0.496657 0.031688 0.102833 5
0 0.244599 0.702194 0.043260 0.118611 6
0 0.253776 0.509625 0.020052 0.073343 7
0 0.319414 0.360713 0.025651 0.075981 8
0 0.286151 0.390542 0.030615 0.076324 9
0 0.492292 0.384514 0.020417 0.071343 10
0 0.228729 0.482940 0.040063 0.093380 11
0 0.541898 0.380144 0.020464 0.065824 12
0 0.054182 0.547870 0.038698 0.129630 13
0 0.320799 0.403903 0.020068 0.078120 14
0 0.487115 0.498375 0.018479 0.089731 15
6 0.165521 0.399551 0.020521 0.085157 16
0 0.410880 0.425245 0.016781 0.080528 17
0 0.473828 0.448884 0.030260 0.067231 19
0 0.550388 0.400417 0.019318 0.068389 20
0 0.477349 0.595787 0.040510 0.113981 21
0 0.546763 0.509968 0.037516 0.095250 22
1 0.923211 0.486620 0.025766 0.094352 23
1 0.124562 0.384088 0.036094 0.118787 24
6 0.156979 0.282060 0.015375 0.061972 25
6 0.380310 0.924565 0.036661 0.150870 26
