3 0.555474 0.337042 0.078062 0.201231
4 0.566839 0.101472 0.011323 0.065019
2 0.542526 0.405630 0.009844 0.018296 0
0 0.818323 0.381051 0.026437 0.092343 1
0 0.715445 0.383736 0.039318 0.093972 2
0 0.816609 0.407440 0.035510 0.092713 3
6 0.620906 0.104995 0.022042 0.052213 4
0 0.720810 0.272222 0.023276 0.082407 5
0 0.759656 0.427065 0.028708 0.100500 6
0 0.828237 0.352667 0.024776 0.093556 7
0 0.989844 0.629579 0.020313 0.122287 8
0 0.854086 0.394046 0.033609 0.094037 9
0 0.659482 0.310685 0.024703 0.084000 10
0 0.843388 0.544644 0.021703 0.108306 11
0 0.859690 0.335523 0.025516 0.087287 12
0 0.698367 0.462421 0.023682 0.102565 13
0 0.581109 0.415083 0.095542 0.330611 14
0 0.899422 0.387847 0.028104 0.084102 15
6 0.769518 0.581241 0.037870 0.118611 16
0 0.805482 0.283319 0.023484 0.091065 17
0 0.896568 0.374278 0.023490 0.094741 19
0 0.770359 0.184671 0.023010 0.075250 20
0 0.928060 0.579370 0.013911 0.120167 21
0 0.773885 0.449634 0.041240 0.133861 22
1 0.708227 0.397662 0.023693 0.108046 23
1 0.718229 0.335875 0.020729 0.082361 24
