3 0.434672 0.478014 0.869344 0.798417
2 0.721042 0.847796 0.046854 0.077222 0
0 0.108878 0.576806 0.146411 0.793333 1
0 0.621294 0.555125 0.016766 0.087472 2
0 0.306294 0.426889 0.032182 0.124667 3
6 0.552937 0.374505 0.036177 0.134713 4
0 0.358063 0.322796 0.021687 0.111667 5
0 0.232211 0.368106 0.026339 0.119972 6
0 0.467115 0.369139 0.029240 0.128278 7
0 0.881617 0.284917 0.029016 0.113500 8
0 0.755971 0.527597 0.243818 0.300194 9
0 0.721526 0.584366 0.066323 0.297676 10
0 0.422276 0.443565 0.024375 0.088148 11
0 0.938802 0.433741 0.034271 0.122296 12
0 0.367526 0.307000 0.022365 0.117111 13
0 0.769029 0.601514 0.174964 0.604565 14
0 0.036174 0.631157 0.072026 0.569722 15
6 0.115188 0.411995 0.034427 0.121843 16
0 0.538427 0.610287 0.162417 0.566463 17
0 0.875362 0.413741 0.029411 0.155519 19
0 0.826383 0.434315 0.046891 0.116593 20
0 0.187026 0.424005 0.042427 0.145880 21
0 0.241029 0.443676 0.029255 0.119796 22
1 0.261992 0.647472 0.175911 0.467463 23
1 0.326010 0.382884 0.046969 0.172806 24
6 0.781451 0.133319 0.015724 0.073028 25
6 0.275737 0.596088 0.429109 0.804917 26
