3 0.229133 0.316273 0.235276 0.219398
5 0.528760 0.473139 0.014094 0.019000
4 0.783547 0.171773 0.015052 0.086306
2 0.450354 0.497926 0.013208 0.024407 0
0 0.519557 0.407787 0.044323 0.102389 1
0 0.481734 0.423435 0.039865 0.112944 2
0 0.534977 0.426421 0.032651 0.127528 3
6 0.849909 0.191556 0.030599 0.077444 4
0 0.658367 0.491292 0.030245 0.137231 5
0 0.449195 0.474745 0.033589 0.124398 6
0 0.840362 0.431343 0.045109 0.138426 7
0 0.239365 0.518120 0.038375 0.122574 8
0 0.718034 0.505065 0.044141 0.140056 9
0 0.910013 0.344903 0.038203 0.121676 10
0 0.913883 0.500250 0.036359 0.116019 11
0 0.802094 0.360370 0.044562 0.117407 12
0 0.276167 0.475181 0.044990 0.126194 13
0 0.697721 0.410019 0.032922 0.106074 14
0 0.905979 0.407722 0.035583 0.102611 15
6 0.887411 0.664690 0.072469 0.166917 16
0 0.881841 0.328745 0.040161 0.111843 17
0 0.827417 0.320801 0.021938 0.094602 19
0 0.883839 0.281796 0.105844 0.222722 20
0 0.632570 0.656968 0.046214 0.165694 21
0 0.719216 0.338667 0.034703 0.118907 22
1 0.796544 0.533227 0.025432 0.116009 23
1 0.279872 0.382171 0.044839 0.103806 24
