4 0.543133 0.353602 0.065818 0.702037
2 0.274411 0.820361 0.066354 0.118907 0
0 0.325620 0.411486 0.029563 0.096213 1
0 0.098815 0.383565 0.030141 0.122704 2
0 0.172133 0.400509 0.035495 0.115963 3
6 0.173042 0.207514 0.026406 0.078954 4
0 0.065810 0.448921 0.039880 0.106343 5
0 0.071281 0.590736 0.045458 0.164491 6
0 0.169612 0.517648 0.033797 0.111759 7
0 0.456266 0.416991 0.027396 0.081741 8
0 0.225583 0.614389 0.035760 0.122741 9
0 0.430411 0.499431 0.254448 0.707806 10
0 0.267120 0.380759 0.040271 0.114685 11
0 0.310534 0.267144 0.037641 0.099676 12
0 0.038107 0.396690 0.028495 0.128472 13
0 0.319880 0.324579 0.049094 0.107972 14
0 0.170719 0.393361 0.048823 0.119167 15
6 0.064435 0.326755 0.030245 0.112880 16
0 0.613135 0.359630 0.035990 0.109759 17
0 0.604760 0.484278 0.047844 0.138778 18
0 0.494844 0.346991 0.041281 0.118111 19
0 0.525273 0.622051 0.251589 0.741083 20
0 0.653164 0.470213 0.045932 0.137981 21
0 0.659396 0.353361 0.040979 0.117537 22
