4 0.253122 0.179065 0.015005 0.067685
3 0.063784 0.347583 0.127568 0.204778
2 0.688268 0.362565 0.008203 0.013611 0
0 0.775680 0.565856 0.179766 0.606843 1
0 0.804857 0.431769 0.029901 0.135648 2
0 0.573711 0.401574 0.030391 0.127463 3
6 0.579456 0.185949 0.023182 0.054769 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.804102 0.345514 0.027422 0.044898 6
0 0.906201 0.413556 0.025630 0.100926 7
0 0.687219 0.470222 0.028281 0.133185 8
0 0.719219 0.378060 0.033063 0.081843 9
0 0.924818 0.477991 0.060740 0.280981 10
0 0.821896 0.283648 0.025792 0.084185 11
0 0.984870 0.461440 0.020958 0.112750 12
0 0.852505 0.324306 0.022802 0.089685 13
0 0.898956 0.364176 0.042401 0.091648 14
0 0.592474 0.348884 0.028490 0.096306 15
6 0.906081 0.337699 0.033620 0.096454 16
0 0.654667 0.499792 0.039313 0.121528 17
0 0.593352 0.377083 0.034724 0.082500 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.638875 0.317398 0.028062 0.094463 21
0 0.887031 0.291019 0.037917 0.091667 22
1 0.223612 0.360815 0.024203 0.096889 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.858781 0.200120 0.013823 0.070093 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.843227 0.338491 0.038026 0.033204 27
0 0.928141 0.237329 0.021948 0.078861 28
