5 0.490448 0.600245 0.016167 0.016806
3 0.931672 0.521019 0.136656 0.250741
4 0.702018 0.304301 0.011797 0.087083
2 0.682263 0.350255 0.010328 0.015231 0
0 0.234396 0.426546 0.037094 0.105370 1
0 0.146906 0.515088 0.035740 0.141824 2
0 0.242078 0.536241 0.044448 0.129130 3
6 0.218529 0.186116 0.025276 0.070194 4
0 0.118055 0.469523 0.039880 0.106343 5
0 0.287917 0.602898 0.042687 0.159889 6
0 0.366935 0.451329 0.034974 0.115917 7
0 0.490703 0.450463 0.027396 0.081741 8
0 0.442112 0.558319 0.035755 0.116731 9
0 0.694039 0.316935 0.022234 0.082241 10
0 0.020729 0.438449 0.041458 0.112546 11
0 0.433341 0.312815 0.037641 0.088278 12
0 0.086151 0.601199 0.037823 0.163028 13
0 0.122328 0.383829 0.035458 0.092343 14
0 0.143419 0.401079 0.039036 0.101046 15
6 0.113034 0.360481 0.042536 0.092056 16
0 0.434818 0.509181 0.036927 0.120250 17
0 0.244643 0.580792 0.048672 0.129139 18
0 0.434034 0.454403 0.047870 0.127120 19
0 0.695536 0.329463 0.030281 0.092000 20
0 0.302398 0.563759 0.055422 0.145778 21
0 0.518435 0.493866 0.045828 0.117713 22
1 0.826031 0.510278 0.026375 0.131778 23
