7 0.480521 0.436995 0.452562 0.194250
2 0.609237 0.410306 0.008818 0.014944 0
0 0.159974 0.302245 0.021271 0.077917 1
0 0.093810 0.364028 0.023005 0.088981 2
0 0.276617 0.331977 0.028016 0.083824 3
6 0.240029 0.149227 0.018693 0.053398 4
0 0.336896 0.373199 0.024698 0.083750 5
0 0.129068 0.596699 0.025927 0.110491 6
0 0.390940 0.328921 0.020411 0.078861 7
0 0.135771 0.387880 0.027833 0.085167 8
0 0.449003 0.405444 0.023453 0.076148 9
0 0.223651 0.227310 0.019365 0.062435 10
0 0.769187 0.468190 0.023938 0.089917 11
0 0.373617 0.257208 0.026932 0.067065 12
0 0.122656 0.408181 0.040729 0.082343 13
0 0.629888 0.381722 0.026057 0.074704 14
0 0.747539 0.378630 0.023203 0.078296 15
6 0.336432 0.474028 0.030156 0.091759 16
0 0.512544 0.277083 0.020536 0.075648 17
0 0.964255 0.365130 0.019823 0.087333 19
0 0.432125 0.184477 0.023354 0.059565 20
0 0.410930 0.753773 0.054359 0.132954 21
0 0.749036 0.399194 0.038271 0.127056 22
1 0.748372 0.459282 0.024484 0.111676 23
1 0.332904 0.371222 0.031786 0.107556 24
