4 0.480333 0.327856 0.013552 0.079620
3 0.935122 0.463329 0.129755 0.190676
2 0.147487 0.697227 0.031620 0.052769 0
0 0.370354 0.222921 0.030604 0.119343 1
0 0.472276 0.530398 0.016708 0.122167 2
0 0.485391 0.516917 0.013750 0.112093 3
6 0.538779 0.238745 0.023151 0.065917 4
0 0.424341 0.490532 0.019547 0.104120 5
0 0.491839 0.544838 0.019135 0.114028 6
0 0.583258 0.603157 0.031099 0.128944 7
0 0.480112 0.511745 0.008630 0.099657 8
0 0.044589 0.556606 0.026031 0.116417 9
0 0.315596 0.452972 0.028495 0.098500 10
0 0.540185 0.551394 0.030255 0.111287 11
0 0.505992 0.530162 0.014891 0.111713 12
0 0.483016 0.533907 0.016677 0.120148 13
0 0.520568 0.536972 0.016781 0.115870 14
0 0.462451 0.507667 0.015724 0.103370 15
6 0.139305 0.542875 0.024411 0.115269 16
0 0.481146 0.480347 0.018750 0.077639 17
0 0.455289 0.498944 0.017964 0.111741 19
0 0.470729 0.508273 0.013438 0.099194 20
0 0.495237 0.523583 0.014943 0.114315 21
0 0.611820 0.593139 0.021255 0.134833 22
1 0.938917 0.491060 0.023833 0.114917 23
1 0.328362 0.536694 0.051755 0.151630 24
6 0.089745 0.125944 0.017875 0.082259 25
