3 0.833888 0.233389 0.211422 0.189944
5 0.494542 0.344815 0.008417 0.008889
4 0.335826 0.095454 0.012474 0.084796
2 0.748990 0.565046 0.012698 0.024852 0
0 0.589836 0.504782 0.019099 0.074176 1
0 0.469841 0.564144 0.309141 0.574954 2
0 0.379482 0.470231 0.018724 0.080111 3
6 0.466240 0.264144 0.028719 0.102472 4
0 0.497362 0.567884 0.019734 0.078583 5
0 0.317560 0.686028 0.037755 0.142019 6
0 0.361469 0.533917 0.183375 0.570889 7
0 0.641354 0.514116 0.020667 0.073972 8
0 0.912169 0.535347 0.163266 0.513528 9
0 0.746995 0.463727 0.024260 0.091861 10
0 0.338755 0.570162 0.032344 0.112287 11
0 0.165797 0.272171 0.033094 0.109880 12
0 0.459292 0.565616 0.024406 0.085639 13
0 0.415576 0.629296 0.098849 0.224648 14
0 0.109578 0.483519 0.042698 0.128333 15
6 0.096326 0.391014 0.036036 0.118880 16
0 0.269555 0.433343 0.032870 0.135759 17
0 0.262708 0.443426 0.052187 0.140926 19
0 0.312833 0.444398 0.023604 0.132111 20
0 0.220951 0.643056 0.041432 0.150926 21
0 0.649607 0.458056 0.041818 0.132963 22
1 0.726167 0.284889 0.038510 0.108185 23
1 0.236336 0.378097 0.039974 0.142009 24
6 0.787727 0.130407 0.015828 0.073370 25
6 0.297273 0.508745 0.528307 0.978880 26
