4 0.569117 0.225208 0.011172 0.096324
5 0.768669 0.542588 0.012932 0.018991
2 0.601333 0.431852 0.011813 0.021111 0
0 0.503240 0.336532 0.029552 0.112769 1
0 0.084055 0.410500 0.021922 0.145500 2
0 0.114044 0.436704 0.033141 0.123259 3
6 0.368659 0.332273 0.032401 0.124620 4
0 0.112646 0.528153 0.042812 0.177787 5
0 0.040112 0.828111 0.038609 0.178333 6
0 0.341378 0.428389 0.033318 0.118519 7
0 0.584044 0.351431 0.034807 0.142324 8
0 0.242102 0.621269 0.172359 0.348574 9
0 0.712331 0.345685 0.039526 0.131278 10
0 0.672802 0.509134 0.051521 0.174954 11
0 0.748714 0.368009 0.048750 0.142926 12
0 0.173010 0.490889 0.047156 0.181463 13
0 0.531529 0.426662 0.047870 0.162583 14
0 0.088083 0.457343 0.070927 0.192019 15
6 0.202516 0.574426 0.112333 0.340037 16
0 0.573331 0.450806 0.038026 0.047833 17
0 0.166956 0.456815 0.046193 0.150444 19
0 0.629365 0.390023 0.051688 0.129769 20
0 0.458479 0.623028 0.043354 0.173500 21
0 0.685151 0.426190 0.030010 0.136324 22
1 0.963094 0.428819 0.043375 0.106250 23
1 0.261135 0.367731 0.055094 0.132944 24
6 0.765763 0.140606 0.015474 0.072176 25
6 0.221896 0.814444 0.181104 0.370019 26
