4 0.039951 0.186833 0.014109 0.095833
3 0.679589 0.353963 0.265510 0.239148
5 0.248995 0.500218 0.011969 0.015676
2 0.485539 0.426940 0.011943 0.020935 0
0 0.443237 0.270593 0.023599 0.087648 1
0 0.393841 0.551546 0.098578 0.459481 2
0 0.103531 0.451421 0.028740 0.115417 3
6 0.222633 0.296130 0.014755 0.052278 4
0 0.152039 0.500593 0.035849 0.123389 5
0 0.223820 0.554065 0.048922 0.150019 6
0 0.193977 0.477648 0.028391 0.118056 7
0 0.281875 0.322731 0.031229 0.095333 8
0 0.264047 0.356560 0.035313 0.093731 9
0 0.170076 0.377551 0.027953 0.109713 10
0 0.029216 0.483569 0.037714 0.151009 11
0 0.090966 0.378745 0.027661 0.134361 12
0 0.029232 0.583644 0.029432 0.144287 13
0 0.353724 0.370463 0.029885 0.098333 14
0 0.325414 0.415583 0.039641 0.147944 15
6 0.183810 0.385986 0.018245 0.110676 16
0 0.031490 0.399648 0.037542 0.146630 17
0 0.112641 0.426611 0.037010 0.155296 19
0 0.278448 0.400241 0.042792 0.140444 20
0 0.048312 0.467630 0.035250 0.156407 21
0 0.136445 0.448963 0.029089 0.159481 22
1 0.522789 0.389269 0.027755 0.143870 23
1 0.184003 0.428597 0.040661 0.128361 24
6 0.134289 0.260958 0.014599 0.073824 25
6 0.852943 0.901620 0.043281 0.196759 26
