3 0.109992 0.332917 0.150922 0.211352
4 0.314794 0.154278 0.006245 0.069759
2 0.664604 0.502264 0.010062 0.018065 0
0 0.771466 0.561940 0.185922 0.629880 1
0 0.807320 0.432866 0.029797 0.135713 2
0 0.587357 0.403213 0.030578 0.127796 3
6 0.641182 0.158148 0.022010 0.061481 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.890253 0.328477 0.030432 0.053231 6
0 0.893799 0.415657 0.026224 0.102481 7
0 0.686003 0.470856 0.028141 0.133083 8
0 0.625578 0.427333 0.032417 0.081667 9
0 0.910404 0.479245 0.071641 0.320861 10
0 0.825753 0.282157 0.021089 0.090130 11
0 0.987682 0.450944 0.018437 0.106796 12
0 0.838594 0.324986 0.022990 0.090769 13
0 0.818680 0.365315 0.040870 0.100296 14
0 0.586036 0.320347 0.029990 0.093935 15
6 0.944286 0.346569 0.025760 0.092046 16
0 0.621622 0.474662 0.035922 0.116417 17
0 0.589760 0.387037 0.038896 0.094074 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.686964 0.341181 0.039927 0.100972 21
0 0.839419 0.293676 0.026057 0.091667 22
1 0.270547 0.374005 0.033177 0.100509 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.844414 0.199019 0.013922 0.070315 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.941948 0.326921 0.042354 0.037083 27
0 0.852266 0.226319 0.021948 0.078861 28
