4 0.015867 0.332912 0.011589 0.089565
3 0.599318 0.473463 0.245594 0.231148
2 0.623188 0.486023 0.012490 0.019435 0
0 0.483542 0.160065 0.028698 0.118889 1
0 0.448109 0.511546 0.027063 0.135315 2
0 0.582370 0.520319 0.251094 0.557083 3
6 0.464391 0.252250 0.021177 0.062704 4
0 0.513612 0.482745 0.031349 0.119861 5
0 0.336169 0.610977 0.038807 0.126935 6
0 0.049943 0.669208 0.036677 0.156213 7
0 0.471112 0.492764 0.015661 0.129102 8
0 0.315268 0.588926 0.244672 0.461315 9
0 0.262370 0.508185 0.042656 0.138074 10
0 0.021081 0.605884 0.027005 0.136009 11
0 0.018924 0.576083 0.037568 0.123759 12
0 0.440844 0.509926 0.019031 0.131056 13
0 0.192734 0.569569 0.036094 0.142528 14
0 0.080073 0.553255 0.034438 0.129231 15
6 0.312411 0.466171 0.034052 0.108528 16
0 0.218987 0.481319 0.030880 0.140324 17
0 0.534240 0.485713 0.039437 0.115852 19
0 0.111737 0.531852 0.034859 0.118889 20
0 0.006526 0.590449 0.012365 0.137250 21
0 0.203909 0.653181 0.030203 0.151231 22
1 0.539635 0.497440 0.023021 0.126417 23
1 0.294396 0.511259 0.049146 0.146148 24
6 0.118857 0.126394 0.017464 0.080194 25
