3 0.820945 0.467958 0.266755 0.246676
4 0.184792 0.300264 0.011542 0.096361
2 0.598951 0.548292 0.028453 0.020083 0
0 0.683443 0.774847 0.125021 0.251565 1
0 0.497391 0.511699 0.037063 0.206620 2
0 0.270568 0.647764 0.048219 0.158176 3
6 0.613622 0.451750 0.041401 0.157278 4
0 0.219451 0.143444 0.053859 0.210148 5
0 0.067125 0.719083 0.041375 0.170537 6
0 0.032794 0.586236 0.031411 0.151324 7
0 0.858938 0.241181 0.044240 0.181898 8
0 0.006172 0.467185 0.012344 0.054148 9
0 0.233581 0.483208 0.045224 0.148139 10
0 0.124659 0.653662 0.034734 0.120639 11
0 0.034099 0.509574 0.028802 0.099000 12
0 0.275948 0.131315 0.053865 0.213278 13
0 0.022253 0.574528 0.044193 0.125759 14
0 0.017161 0.549606 0.034010 0.124491 15
6 0.165779 0.432491 0.032818 0.124278 16
0 0.398919 0.545444 0.051016 0.133185 17
0 0.031901 0.499829 0.016719 0.125898 19
0 0.049549 0.533704 0.052536 0.105370 20
0 0.354081 0.665319 0.029651 0.169546 21
0 0.349927 0.640542 0.041000 0.126694 22
1 0.744867 0.505565 0.070891 0.109796 23
1 0.388786 0.386241 0.051865 0.194370 24
6 0.777057 0.135356 0.015656 0.072787 25
6 0.260661 0.657231 0.359667 0.683148 26
