4 0.480305 0.342153 0.011901 0.074898
5 0.629583 0.579532 0.009052 0.010602
3 0.931008 0.474060 0.137984 0.195917
2 0.201036 0.615625 0.013240 0.019306 0
0 0.426951 0.191491 0.029651 0.119111 1
0 0.477602 0.536917 0.015734 0.116907 2
0 0.479482 0.529491 0.010724 0.121944 3
6 0.501586 0.245495 0.022161 0.064306 4
0 0.427326 0.499917 0.017641 0.100907 5
0 0.491740 0.549361 0.016104 0.111463 6
0 0.534773 0.616972 0.025974 0.128944 7
0 0.479466 0.524579 0.009193 0.110102 8
0 0.053716 0.564620 0.019547 0.114463 9
0 0.326802 0.467690 0.024000 0.094991 10
0 0.533891 0.561093 0.026281 0.107444 11
0 0.499893 0.539431 0.016464 0.109472 12
0 0.483008 0.542361 0.014818 0.113056 13
0 0.512302 0.548926 0.016542 0.110296 14
0 0.465286 0.516046 0.017552 0.103833 15
6 0.125576 0.548671 0.023953 0.106731 16
0 0.449896 0.503514 0.022917 0.108157 17
0 0.465130 0.506824 0.024948 0.111352 19
0 0.472971 0.518116 0.012078 0.102657 20
0 0.487445 0.535440 0.014068 0.113565 21
0 0.600706 0.608894 0.025776 0.123880 22
1 0.927536 0.506954 0.027740 0.102759 23
1 0.311378 0.523981 0.050453 0.148889 24
6 0.104299 0.126167 0.017672 0.081222 25
