4 0.208846 0.094171 0.010234 0.068861
5 0.345477 0.303648 0.006370 0.008296
3 0.628411 0.204718 0.171510 0.163528
2 0.955023 0.692287 0.012755 0.025167 0
0 0.503578 0.476657 0.022031 0.083056 1
0 0.382174 0.560028 0.438172 0.805759 2
0 0.333854 0.423079 0.020375 0.085843 3
6 0.440229 0.231042 0.026479 0.092806 4
0 0.473581 0.563986 0.024672 0.091546 5
0 0.669391 0.679713 0.037323 0.157981 6
0 0.263117 0.516958 0.256453 0.785435 7
0 0.553594 0.486495 0.026094 0.084343 8
0 0.880302 0.519745 0.232312 0.721102 9
0 0.641763 0.410787 0.023620 0.090741 10
0 0.250719 0.563519 0.040438 0.137407 11
0 0.245992 0.253528 0.031089 0.102648 12
0 0.416299 0.561662 0.031182 0.098861 13
0 0.081667 0.421968 0.022500 0.122546 14
0 0.222812 0.448593 0.021042 0.119296 15
6 0.234885 0.407120 0.034677 0.119407 16
0 0.209255 0.343639 0.024344 0.116056 17
0 0.372354 0.357074 0.028729 0.112519 19
0 0.309195 0.419606 0.040359 0.057824 20
0 0.659852 0.612648 0.040214 0.158037 21
0 0.843474 0.503787 0.029094 0.140019 22
1 0.575367 0.239505 0.021974 0.098398 23
1 0.209437 0.376662 0.037875 0.132769 24
6 0.789607 0.129532 0.015859 0.073472 25
6 0.299427 0.500009 0.538229 0.996278 26
