4 0.771534 0.168292 0.014109 0.094046
5 0.953388 0.456782 0.022255 0.025176
2 0.540305 0.439727 0.011266 0.018880 0
0 0.387219 0.238681 0.025146 0.103935 1
0 0.437385 0.572736 0.105417 0.506694 2
0 0.075021 0.459065 0.030229 0.133519 3
6 0.259826 0.289380 0.015745 0.053889 4
0 0.119979 0.503940 0.041292 0.144157 5
0 0.876060 0.682097 0.046495 0.164324 6
0 0.189625 0.482926 0.030021 0.136500 7
0 0.198755 0.295639 0.038865 0.110389 8
0 0.237589 0.339273 0.046385 0.109972 9
0 0.484073 0.305968 0.040958 0.102880 10
0 0.398346 0.445551 0.040755 0.126120 11
0 0.574523 0.303940 0.041339 0.107120 12
0 0.022102 0.593866 0.026786 0.148472 13
0 0.332607 0.349394 0.034901 0.114176 14
0 0.709492 0.432690 0.032370 0.119806 15
6 0.064255 0.366227 0.019510 0.129213 16
0 0.479078 0.370245 0.049094 0.117287 17
0 0.566203 0.382398 0.030510 0.102241 19
0 0.599359 0.322819 0.027740 0.100287 20
0 0.901565 0.532130 0.036453 0.156481 21
0 0.781159 0.426028 0.044870 0.131648 22
1 0.560034 0.433500 0.054036 0.214167 23
1 0.200987 0.441319 0.041964 0.131102 24
6 0.071695 0.238653 0.016120 0.084083 25
