7 0.494036 0.021398 0.561052 0.042778
3 0.498565 0.702671 0.552318 0.402250
2 0.330161 0.620361 0.021083 0.038278 0
0 0.874531 0.072222 0.029792 0.144444 1
0 0.585896 0.542713 0.022562 0.121519 2
0 0.186529 0.324648 0.043714 0.163296 3
6 0.570276 0.396574 0.037667 0.141167 4
0 0.228203 0.153333 0.030677 0.153889 5
0 0.067370 0.224796 0.036823 0.165907 6
0 0.384552 0.232907 0.040167 0.166963 7
0 0.925755 0.094644 0.041823 0.153676 8
0 0.599846 0.500880 0.393234 0.440185 9
0 0.557354 0.593560 0.092177 0.439472 10
0 0.341008 0.348838 0.031651 0.111120 11
0 0.963669 0.342847 0.039016 0.139120 12
0 0.239469 0.128449 0.031542 0.158657 13
0 0.627534 0.299269 0.029828 0.152019 14
0 0.745909 0.313500 0.036724 0.158000 15
6 0.129641 0.417852 0.033969 0.122537 16
0 0.531742 0.457278 0.060995 0.178963 17
0 0.891760 0.313514 0.034604 0.186491 19
0 0.828185 0.337847 0.061443 0.144491 20
0 0.030599 0.319819 0.061198 0.188324 21
0 0.103742 0.350634 0.038036 0.155954 22
1 0.566609 0.711106 0.154906 0.185935 23
1 0.343948 0.383843 0.048365 0.178963 24
6 0.780195 0.133898 0.015703 0.072963 25
6 0.271430 0.613556 0.409266 0.770130 26
