3 0.361458 0.292968 0.170417 0.252602
4 0.607201 0.074894 0.011391 0.085806
2 0.398115 0.255940 0.011292 0.020731 0
0 0.763039 0.554102 0.198234 0.675963 1
0 0.812250 0.435051 0.029594 0.135843 2
0 0.614643 0.406495 0.030964 0.128454 3
6 0.707398 0.074968 0.024057 0.081176 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.706242 0.405694 0.030432 0.053222 6
0 0.869000 0.419856 0.027417 0.105602 7
0 0.683565 0.472125 0.027859 0.132880 8
0 0.438302 0.525884 0.031125 0.081287 9
0 0.881583 0.481750 0.093437 0.400630 10
0 0.992995 0.318222 0.014010 0.124667 11
0 0.993307 0.429963 0.013385 0.094889 12
0 0.810766 0.326347 0.023375 0.092917 13
0 0.764422 0.436852 0.031469 0.143704 14
0 0.578102 0.295329 0.042339 0.108046 15
6 0.747839 0.473676 0.026281 0.084074 16
0 0.449521 0.445157 0.058250 0.131907 17
0 0.586154 0.408579 0.038318 0.143583 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.473289 0.323389 0.032901 0.143778 21
0 0.593833 0.319417 0.027958 0.121611 22
1 0.532924 0.433292 0.036964 0.112306 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.815682 0.196829 0.014125 0.070769 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.907070 0.326361 0.042276 0.040019 27
0 0.782052 0.240194 0.021365 0.081426 28
