3 0.867503 0.462269 0.264995 0.248907
4 0.231474 0.292917 0.008240 0.093815
2 0.432883 0.599296 0.012464 0.021222 0
0 0.654023 0.744394 0.114036 0.246231 1
0 0.479687 0.505491 0.039958 0.223648 2
0 0.284831 0.639931 0.036797 0.166472 3
6 0.622292 0.462787 0.042146 0.160500 4
0 0.217328 0.140931 0.059521 0.224306 5
0 0.115831 0.709046 0.039484 0.168574 6
0 0.049937 0.577463 0.031510 0.149500 7
0 0.842112 0.277380 0.045089 0.188074 8
0 0.122482 0.386431 0.032516 0.112694 9
0 0.300651 0.488458 0.046594 0.160509 10
0 0.171901 0.645421 0.034740 0.120639 11
0 0.059190 0.501412 0.028797 0.136806 12
0 0.287120 0.131301 0.059448 0.225472 13
0 0.037935 0.577472 0.025766 0.143019 14
0 0.125953 0.537134 0.052573 0.164009 15
6 0.212630 0.425074 0.029354 0.125963 16
0 0.224820 0.551782 0.029120 0.153843 17
0 0.078240 0.505051 0.025083 0.148231 19
0 0.051130 0.520588 0.034656 0.136824 20
0 0.411219 0.683981 0.041833 0.173704 21
0 0.358714 0.647625 0.029823 0.165750 22
1 0.824685 0.491944 0.029589 0.132407 23
1 0.397750 0.386718 0.052562 0.197454 24
6 0.776430 0.135648 0.015641 0.072759 25
6 0.258508 0.665963 0.349745 0.665759 26
