4 0.867010 0.201676 0.011281 0.059222
7 0.311724 0.485870 0.521156 0.142296
2 0.636003 0.362546 0.008203 0.013611 0
0 0.796753 0.585440 0.148984 0.491639 1
0 0.792529 0.426287 0.030401 0.135333 2
0 0.505492 0.393366 0.029432 0.125806 3
6 0.233578 0.221495 0.024177 0.068139 4
0 0.661112 0.475694 0.410484 0.316574 5
0 0.580719 0.318148 0.019917 0.072778 6
0 0.968201 0.403051 0.022651 0.093157 7
0 0.693307 0.467056 0.028990 0.133704 8
0 0.688852 0.380171 0.019484 0.074287 9
0 0.996875 0.471718 0.006250 0.081565 10
0 0.621005 0.423676 0.021385 0.089870 11
0 0.970810 0.513894 0.033578 0.142528 12
0 0.922073 0.320912 0.021854 0.084287 13
0 0.815456 0.469421 0.026797 0.099861 14
0 0.660641 0.419708 0.022052 0.084472 15
6 0.804081 0.441481 0.020901 0.095741 16
0 0.767870 0.571028 0.018740 0.122389 17
0 0.782885 0.528819 0.031104 0.108843 19
0 0.314740 0.525880 0.198437 0.948241 20
0 0.265617 0.360435 0.028318 0.082278 21
0 0.237339 0.430907 0.024906 0.099296 22
1 0.269232 0.456981 0.045380 0.121074 23
1 0.412917 0.285690 0.033958 0.116028 24
6 0.268867 0.203056 0.017141 0.077370 25
6 0.299427 0.500009 0.538229 0.996278 26
0 0.456740 0.498000 0.025792 0.106963 27
0 0.685578 0.376218 0.018531 0.065528 28
